policy,schd_time,sensors,start_soc,end_soc,exed,exe_time,priority,info
P3,2024-09-11 11:34:00,,87.0,86.0,True,2024-09-11 11:34:22,,[]
P3,2024-09-11 12:34:00,,86.0,85.0,True,2024-09-11 12:34:22,,[]
P3,2024-09-11 13:34:00,,96.0,96.0,True,2024-09-11 13:34:22,,[]
P3,2024-09-11 14:34:00,,19.0,17.0,True,2024-09-12 02:10:22,,[]
P3,2024-09-12 22:10:00,,97.0,97.0,True,2024-09-12 13:36:27,,[]
P3,2024-09-12 14:36:00,,97.0,98.0,True,2024-09-12 14:36:22,,[]
P3,2024-09-12 15:36:00,,98.0,98.0,True,2024-09-12 15:36:22,,[]
P3,2024-09-12 16:36:00,,95.0,93.0,True,2024-09-12 16:36:22,,[]
P3,2024-09-12 17:36:00,,91.0,90.0,True,2024-09-12 17:36:22,,[]
P3,2024-09-12 18:36:00,,89.0,88.0,True,2024-09-12 18:36:22,,[]
P3,2024-09-12 19:36:00,,88.0,86.0,True,2024-09-12 19:36:22,,[]
P3,2024-09-12 20:36:00,,86.0,85.0,True,2024-09-12 20:36:22,,[]
P3,2024-09-12 21:36:00,,85.0,84.0,True,2024-09-12 21:36:22,,[]
P3,2024-09-12 22:36:00,,84.0,83.0,True,2024-09-12 22:36:22,,[]
P3,2024-09-12 23:36:00,,84.0,83.0,True,2024-09-12 23:36:22,,[]
P3,2024-09-13 00:36:00,,83.0,82.0,True,2024-09-13 00:36:22,,[]
P3,2024-09-13 01:36:00,,83.0,82.0,True,2024-09-13 01:36:23,,[]
P3,2024-09-13 02:36:00,,83.0,82.0,True,2024-09-13 02:36:22,,[]
P3,2024-09-13 03:36:00,,82.0,81.0,True,2024-09-13 03:36:22,,[]
P3,2024-09-13 04:36:00,,82.0,81.0,True,2024-09-13 04:36:22,,[]
P3,2024-09-13 05:36:00,,82.0,81.0,True,2024-09-13 05:36:22,,[]
P3,2024-09-13 06:36:00,,82.0,81.0,True,2024-09-13 06:36:22,,[]
P3,2024-09-13 07:36:00,,82.0,81.0,True,2024-09-13 07:36:22,,[]
P3,2024-09-13 08:36:00,,82.0,81.0,True,2024-09-13 08:36:22,,[]
P3,2024-09-13 09:36:00,,82.0,81.0,True,2024-09-13 09:36:22,,[]
P3,2024-09-13 10:36:00,,82.0,81.0,True,2024-09-13 10:36:22,,[]
P3,2024-09-13 11:36:00,,82.0,81.0,True,2024-09-13 11:36:22,,[]
P3,2024-09-13 12:36:00,,81.0,80.0,True,2024-09-13 12:36:22,,[]
P3,2024-09-13 13:36:00,,81.0,80.0,True,2024-09-13 13:36:22,,[]
P3,2024-09-13 14:36:00,,81.0,80.0,True,2024-09-13 14:36:22,,[]
P3,2024-09-13 15:36:00,,81.0,81.0,True,2024-09-13 15:36:22,,[]
P3,2024-09-13 16:36:00,,93.0,94.0,True,2024-09-13 16:36:23,,[]
P3,2024-09-13 17:36:00,,98.0,98.0,True,2024-09-13 17:36:22,,[]
P3,2024-09-13 18:36:00,,98.0,98.0,True,2024-09-13 18:36:22,,[]
P3,2024-09-13 19:36:00,,98.0,98.0,True,2024-09-13 18:39:44,,[]
P3,2024-09-13 19:39:00,,98.0,97.0,True,2024-09-13 18:43:06,,[]
P3,2024-09-13 19:43:00,,97.0,97.0,True,2024-09-13 18:52:36,,[]
P3,2024-09-13 19:52:00,,97.0,97.0,True,2024-09-13 18:55:57,,[]
P3,2024-09-13 19:55:00,,97.0,97.0,True,2024-09-13 19:00:56,,[]
P3,2024-09-13 20:00:00,,97.0,97.0,True,2024-09-13 19:08:46,,[]
P3,2024-09-13 20:08:00,,97.0,97.0,True,2024-09-13 19:12:08,,[]
P3,2024-09-13 20:12:00,,97.0,97.0,True,2024-09-13 19:15:29,,[]
P3,2024-09-13 20:15:00,,97.0,97.0,True,2024-09-13 19:20:39,,[]
P3,2024-09-13 20:20:00,,95.0,95.0,True,2024-09-13 20:20:22,,[]
P3,2024-09-13 21:20:00,,95.0,94.0,True,2024-09-13 21:20:23,,[]
P3,2024-09-13 22:20:00,,94.0,93.0,True,2024-09-13 22:20:22,,[]
P3,2024-09-13 23:20:00,,94.0,93.0,True,2024-09-13 23:20:22,,[]
P3,2024-09-14 00:20:00,,92.0,92.0,True,2024-09-14 00:20:22,,[]
P3,2024-09-14 01:20:00,,91.0,90.0,True,2024-09-14 01:20:22,,[]
P3,2024-09-14 02:20:00,,90.0,89.0,True,2024-09-14 02:20:22,,[]
P3,2024-09-14 03:20:00,,89.0,88.0,True,2024-09-14 03:20:22,,[]
P3,2024-09-14 04:20:00,,88.0,87.0,True,2024-09-14 04:20:22,,[]
P3,2024-09-14 05:20:00,,87.0,87.0,True,2024-09-14 05:20:22,,[]
P3,2024-09-14 06:20:00,,87.0,86.0,True,2024-09-14 06:20:22,,[]
P3,2024-09-14 07:20:00,,86.0,86.0,True,2024-09-14 07:20:22,,[]
P3,2024-09-14 08:20:00,,86.0,85.0,True,2024-09-14 08:20:23,,[]
P3,2024-09-14 09:20:00,,85.0,84.0,True,2024-09-14 09:20:22,,[]
P3,2024-09-14 10:20:00,,84.0,84.0,True,2024-09-14 10:20:22,,[]
P3,2024-09-14 11:20:00,,84.0,83.0,True,2024-09-14 11:20:22,,[]
P3,2024-09-14 12:20:00,,84.0,84.0,True,2024-09-14 12:20:23,,[]
P3,2024-09-14 13:20:00,,84.0,84.0,True,2024-09-14 13:20:22,,[]
P3,2024-09-14 14:20:00,,84.0,83.0,True,2024-09-14 14:20:22,,[]
P3,2024-09-14 15:20:00,,83.0,82.0,True,2024-09-14 15:20:22,,[]
P3,2024-09-14 16:20:00,,83.0,82.0,True,2024-09-14 16:20:22,,[]
P3,2024-09-14 17:20:00,,83.0,82.0,True,2024-09-14 17:20:22,,[]
P3,2024-09-14 18:20:00,,83.0,82.0,True,2024-09-14 18:20:22,,[]
P3,2024-09-14 19:20:00,,82.0,82.0,True,2024-09-14 19:20:22,,[]
P3,2024-09-14 20:20:00,,82.0,82.0,True,2024-09-14 20:20:22,,[]
P3,2024-09-14 21:20:00,,82.0,81.0,True,2024-09-14 21:20:22,,[]
P3,2024-09-14 22:20:00,,82.0,82.0,True,2024-09-14 22:20:22,,[]
P3,2024-09-14 23:20:00,,82.0,82.0,True,2024-09-14 23:20:21,,[]
P3,2024-09-15 00:20:00,,82.0,82.0,True,2024-09-15 00:20:22,,[]
P3,2024-09-15 01:20:00,,82.0,82.0,True,2024-09-15 01:20:22,,[]
P3,2024-09-15 02:20:00,,82.0,81.0,True,2024-09-15 02:20:22,,[]
P3,2024-09-15 03:20:00,,82.0,82.0,True,2024-09-15 03:20:21,,[]
P3,2024-09-15 04:20:00,,82.0,81.0,True,2024-09-15 04:20:22,,[]
P3,2024-09-15 05:20:00,,82.0,81.0,True,2024-09-15 05:20:22,,[]
P3,2024-09-15 06:20:00,,81.0,80.0,True,2024-09-15 06:20:22,,[]
P3,2024-09-15 07:20:00,,81.0,81.0,True,2024-09-15 07:20:22,,[]
P3,2024-09-15 08:20:00,,81.0,81.0,True,2024-09-15 08:20:22,,[]
P3,2024-09-15 09:20:00,,81.0,80.0,True,2024-09-15 09:20:22,,[]
P3,2024-09-15 10:20:00,,81.0,81.0,True,2024-09-15 10:20:22,,[]
P3,2024-09-15 11:20:00,,81.0,81.0,True,2024-09-15 11:20:21,,[]
P3,2024-09-15 12:20:00,,81.0,81.0,True,2024-09-15 12:20:22,,[]
P3,2024-09-15 13:20:00,,81.0,80.0,True,2024-09-15 13:20:22,,[]
P3,2024-09-15 14:20:00,,81.0,81.0,True,2024-09-15 14:20:22,,[]
P3,2024-09-15 15:20:00,,81.0,81.0,True,2024-09-15 15:20:22,,[]
P3,2024-09-15 16:20:00,,81.0,80.0,True,2024-09-15 16:20:23,,[]
P3,2024-09-15 17:20:00,,80.0,79.0,True,2024-09-15 17:20:22,,[]
P3,2024-09-15 19:20:00,,80.0,79.0,True,2024-09-15 19:20:22,,[]
P3,2024-09-15 21:20:00,,80.0,80.0,True,2024-09-15 21:20:22,,[]
P3,2024-09-15 22:20:00,,80.0,79.0,True,2024-09-15 22:20:22,,[]
P3,2024-09-16 00:20:00,,79.0,78.0,True,2024-09-16 00:20:22,,[]
P3,2024-09-16 02:20:00,,79.0,79.0,True,2024-09-16 02:20:22,,[]
P3,2024-09-16 04:20:00,,79.0,78.0,True,2024-09-16 04:20:22,,[]
P3,2024-09-16 06:20:00,,78.0,77.0,True,2024-09-16 06:20:22,,[]
P3,2024-09-16 08:20:00,,77.0,76.0,True,2024-09-16 08:20:22,,[]
P3,2024-09-16 10:20:00,,76.0,75.0,True,2024-09-16 10:20:22,,[]
P3,2024-09-16 12:20:00,,75.0,74.0,True,2024-09-16 12:20:22,,[]
P3,2024-09-16 14:20:00,,74.0,73.0,True,2024-09-16 14:20:22,,[]
P3,2024-09-16 16:20:00,,73.0,72.0,True,2024-09-16 16:20:21,,[]
P3,2024-09-16 18:20:00,,73.0,72.0,True,2024-09-16 18:20:22,,[]
P3,2024-09-16 20:20:00,,72.0,72.0,True,2024-09-16 20:20:22,,[]
P3,2024-09-16 22:20:00,,71.0,71.0,True,2024-09-16 22:20:22,,[]
P3,2024-09-17 00:20:00,,71.0,70.0,True,2024-09-17 00:20:22,,[]
P3,2024-09-17 02:20:00,,70.0,69.0,True,2024-09-17 02:20:23,,[]
P3,2024-09-17 04:20:00,,69.0,69.0,True,2024-09-17 04:20:22,,[]
P3,2024-09-17 06:20:00,,69.0,68.0,True,2024-09-17 06:20:22,,[]
P3,2024-09-17 08:20:00,,68.0,67.0,True,2024-09-17 08:20:22,,[]
P3,2024-09-17 10:20:00,,67.0,66.0,True,2024-09-17 10:20:22,,[]
P3,2024-09-17 12:20:00,,66.0,65.0,True,2024-09-17 12:20:22,,[]
P3,2024-09-17 14:20:00,,65.0,65.0,True,2024-09-17 14:20:22,,[]
P3,2024-09-17 16:20:00,,64.0,64.0,True,2024-09-17 16:20:22,,[]
P3,2024-09-17 18:20:00,,64.0,63.0,True,2024-09-17 18:20:22,,[]
P3,2024-09-17 20:20:00,,63.0,63.0,True,2024-09-17 20:20:22,,[]
P3,2024-09-17 22:20:00,,62.0,62.0,True,2024-09-17 22:20:22,,[]
P3,2024-09-18 00:20:00,,62.0,61.0,True,2024-09-18 00:20:22,,[]
P3,2024-09-18 02:20:00,,61.0,60.0,True,2024-09-18 02:20:22,,[]
P3,2024-09-18 04:20:00,,61.0,60.0,True,2024-09-18 04:20:22,,[]
P3,2024-09-18 06:20:00,,60.0,60.0,True,2024-09-18 06:20:22,,[]
P3,2024-09-18 08:20:00,,59.0,59.0,True,2024-09-18 08:20:22,,[]
P3,2024-09-18 12:20:00,,59.0,58.0,True,2024-09-18 12:20:22,,[]
P3,2024-09-18 16:20:00,,58.0,57.0,True,2024-09-18 16:20:22,,[]
P3,2024-09-18 20:20:00,,58.0,57.0,True,2024-09-18 20:20:22,,[]
P3,2024-09-19 00:20:00,,57.0,56.0,True,2024-09-19 00:20:22,,[]
P3,2024-09-19 04:20:00,,91.0,92.0,True,2024-09-19 04:20:22,,[]
P3,2024-09-19 05:20:00,,97.0,97.0,True,2024-09-19 05:20:22,,[]
P3,2024-09-19 06:20:00,,97.0,98.0,True,2024-09-19 06:20:22,,[]
P3,2024-09-19 07:20:00,,98.0,98.0,True,2024-09-19 07:20:23,,[]
P3,2024-09-19 08:20:00,,94.0,93.0,True,2024-09-19 08:20:22,,[]
P3,2024-09-19 09:20:00,,92.0,91.0,True,2024-09-19 09:20:22,,[]
P3,2024-09-19 10:20:00,,91.0,90.0,True,2024-09-19 10:20:22,,[]
P3,2024-09-19 11:20:00,,90.0,89.0,True,2024-09-19 11:20:22,,[]
P3,2024-09-19 12:20:00,,89.0,88.0,True,2024-09-19 12:20:22,,[]
P3,2024-09-19 13:20:00,,88.0,87.0,True,2024-09-19 13:20:22,,[]
P3,2024-09-19 14:20:00,,87.0,86.0,True,2024-09-19 14:20:22,,[]
P3,2024-09-19 15:20:00,,86.0,85.0,True,2024-09-19 15:20:22,,[]
P3,2024-09-19 16:20:00,,85.0,84.0,True,2024-09-19 16:20:22,,[]
P3,2024-09-19 17:20:00,,84.0,84.0,True,2024-09-19 17:20:22,,[]
P3,2024-09-19 18:20:00,,84.0,84.0,True,2024-09-19 18:20:22,,[]
P3,2024-09-19 19:20:00,,84.0,84.0,True,2024-09-19 19:20:22,,[]
P3,2024-09-19 20:20:00,,84.0,83.0,True,2024-09-19 20:20:22,,[]
P3,2024-09-19 21:20:00,,83.0,83.0,True,2024-09-19 21:20:22,,[]
P3,2024-09-19 22:20:00,,83.0,83.0,True,2024-09-19 22:20:22,,[]
P3,2024-09-19 23:20:00,,83.0,82.0,True,2024-09-19 23:20:22,,[]
P3,2024-09-20 00:20:00,,82.0,82.0,True,2024-09-20 00:20:22,,[]
P3,2024-09-20 01:20:00,,82.0,81.0,True,2024-09-20 01:20:22,,[]
P3,2024-09-20 02:20:00,,82.0,82.0,True,2024-09-20 02:20:22,,[]
P3,2024-09-20 03:20:00,,82.0,82.0,True,2024-09-20 03:20:23,,[]
P3,2024-09-20 04:20:00,,82.0,82.0,True,2024-09-20 04:20:22,,[]
P3,2024-09-20 05:20:00,,82.0,82.0,True,2024-09-20 05:20:22,,[]
P3,2024-09-20 06:20:00,,82.0,82.0,True,2024-09-20 06:20:22,,[]
P3,2024-09-20 07:20:00,,82.0,81.0,True,2024-09-20 07:20:22,,[]
P3,2024-09-20 08:20:00,,82.0,81.0,True,2024-09-20 08:20:22,,[]
P3,2024-09-20 09:20:00,,82.0,81.0,True,2024-09-20 09:20:22,,[]
P3,2024-09-20 10:20:00,,81.0,81.0,True,2024-09-20 10:20:22,,[]
P3,2024-09-20 11:20:00,,81.0,81.0,True,2024-09-20 11:20:22,,[]
P3,2024-09-20 12:20:00,,81.0,81.0,True,2024-09-20 12:20:22,,[]
P3,2024-09-20 13:20:00,,81.0,80.0,True,2024-09-20 13:20:22,,[]
P3,2024-09-20 14:20:00,,81.0,81.0,True,2024-09-20 14:20:22,,[]
P3,2024-09-20 15:20:00,,81.0,81.0,True,2024-09-20 15:20:21,,[]
P3,2024-09-20 16:20:00,,81.0,81.0,True,2024-09-20 16:20:22,,[]
P3,2024-09-20 17:20:00,,81.0,81.0,True,2024-09-20 17:20:22,,[]
P3,2024-09-20 18:20:00,,81.0,81.0,True,2024-09-20 18:20:23,,[]
P3,2024-09-20 19:20:00,,81.0,80.0,True,2024-09-20 19:20:22,,[]
P3,2024-09-20 20:20:00,,81.0,81.0,True,2024-09-20 20:20:22,,[]
P3,2024-09-20 21:20:00,,81.0,81.0,True,2024-09-20 21:20:22,,[]
P3,2024-09-20 22:20:00,,81.0,80.0,True,2024-09-20 22:20:23,,[]
P3,2024-09-20 23:20:00,,80.0,79.0,True,2024-09-20 23:20:22,,[]
P3,2024-09-21 01:20:00,,80.0,79.0,True,2024-09-21 01:20:22,,[]
P3,2024-09-21 03:20:00,,80.0,79.0,True,2024-09-21 03:20:22,,[]
P3,2024-09-21 05:20:00,,80.0,79.0,True,2024-09-21 05:20:22,,[]
P3,2024-09-21 07:20:00,,79.0,79.0,True,2024-09-21 07:20:22,,[]
P3,2024-09-21 09:20:00,,79.0,78.0,True,2024-09-21 09:20:23,,[]
P3,2024-09-21 11:20:00,,78.0,77.0,True,2024-09-21 11:20:22,,[]
P3,2024-09-21 13:20:00,,77.0,76.0,True,2024-09-21 13:20:22,,[]
P3,2024-09-21 15:20:00,,76.0,75.0,True,2024-09-21 15:20:22,,[]
P3,2024-09-21 17:20:00,,75.0,74.0,True,2024-09-21 17:20:22,,[]
P3,2024-09-21 19:20:00,,74.0,73.0,True,2024-09-21 19:20:22,,[]
P3,2024-09-21 21:20:00,,74.0,73.0,True,2024-09-21 21:20:22,,[]
P3,2024-09-21 23:20:00,,73.0,72.0,True,2024-09-21 23:20:22,,[]
P3,2024-09-22 01:20:00,,73.0,72.0,True,2024-09-22 01:20:22,,[]
P3,2024-09-22 03:20:00,,72.0,71.0,True,2024-09-22 03:20:22,,[]
P3,2024-09-22 05:20:00,,71.0,71.0,True,2024-09-22 05:20:22,,[]
P3,2024-09-22 07:20:00,,70.0,70.0,True,2024-09-22 07:20:22,,[]
P3,2024-09-22 09:20:00,,70.0,69.0,True,2024-09-22 09:20:22,,[]
P3,2024-09-22 11:20:00,,69.0,68.0,True,2024-09-22 11:20:22,,[]
P3,2024-09-22 13:20:00,,68.0,67.0,True,2024-09-22 13:20:22,,[]
P3,2024-09-22 15:20:00,,67.0,66.0,True,2024-09-22 15:20:22,,[]
P3,2024-09-22 17:20:00,,66.0,65.0,True,2024-09-22 17:20:22,,[]
P3,2024-09-22 19:20:00,,65.0,65.0,True,2024-09-22 19:20:22,,[]
P3,2024-09-22 21:20:00,,65.0,64.0,True,2024-09-22 21:20:22,,[]
P3,2024-09-22 23:20:00,,64.0,64.0,True,2024-09-22 23:20:22,,[]
P3,2024-09-23 01:20:00,,63.0,63.0,True,2024-09-23 01:20:22,,[]
P3,2024-09-23 03:20:00,,63.0,62.0,True,2024-09-23 03:20:22,,[]
P3,2024-09-23 05:20:00,,62.0,61.0,True,2024-09-23 05:20:22,,[]
P3,2024-09-23 07:20:00,,61.0,61.0,True,2024-09-23 07:20:22,,[]
P3,2024-09-23 09:20:00,,60.0,60.0,True,2024-09-23 09:20:22,,[]
P3,2024-09-23 11:20:00,,60.0,59.0,True,2024-09-23 11:20:22,,[]
P3,2024-09-23 15:20:00,,59.0,58.0,True,2024-09-23 15:20:22,,[]
P3,2024-09-23 19:20:00,,58.0,57.0,True,2024-09-23 19:20:22,,[]
P3,2024-09-23 23:20:00,,57.0,57.0,True,2024-09-23 23:20:23,,[]
P3,2024-09-24 03:20:00,,57.0,56.0,True,2024-09-24 03:20:22,,[]
P3,2024-09-24 07:20:00,,57.0,57.0,True,2024-09-24 07:20:22,,[]
P3,2024-09-24 11:20:00,,57.0,56.0,True,2024-09-24 11:20:22,,[]
P3,2024-09-24 15:20:00,,56.0,56.0,True,2024-09-24 15:20:22,,[]
P3,2024-09-24 19:20:00,,56.0,55.0,True,2024-09-24 19:20:22,,[]
P3,2024-09-24 23:20:00,,56.0,56.0,True,2024-09-24 23:20:22,,[]
P3,2024-09-25 03:20:00,,56.0,56.0,True,2024-09-25 03:20:22,,[]
P3,2024-09-25 07:20:00,,56.0,55.0,True,2024-09-25 07:20:22,,[]
P3,2024-09-25 11:20:00,,55.0,55.0,True,2024-09-25 11:20:22,,[]
P3,2024-09-25 15:20:00,,55.0,55.0,True,2024-09-25 15:20:22,,[]
P3,2024-09-25 19:20:00,,55.0,54.0,True,2024-09-25 19:20:22,,[]
P3,2024-09-25 23:20:00,,55.0,54.0,True,2024-09-25 23:20:22,,[]
P3,2024-09-26 03:20:00,,55.0,55.0,True,2024-09-26 03:20:22,,[]
P3,2024-09-26 07:20:00,,54.0,54.0,True,2024-09-26 07:20:22,,[]
P3,2024-09-26 11:20:00,,54.0,53.0,True,2024-09-26 11:20:22,,[]
P3,2024-09-26 15:20:00,,54.0,53.0,True,2024-09-26 15:20:22,,[]
P3,2024-09-26 19:20:00,,53.0,53.0,True,2024-09-26 19:20:22,,[]
P3,2024-09-26 23:20:00,,53.0,52.0,True,2024-09-26 23:20:22,,[]
P3,2024-09-27 03:20:00,,52.0,52.0,True,2024-09-27 03:20:22,,[]
P3,2024-09-27 07:20:00,,52.0,52.0,True,2024-09-27 07:20:22,,[]
P3,2024-09-27 11:20:00,,51.0,50.0,True,2024-09-27 11:20:22,,[]
P3,2024-09-27 15:20:00,,51.0,50.0,True,2024-09-27 15:20:22,,[]
P3,2024-09-27 19:20:00,,50.0,49.0,True,2024-09-27 19:20:22,,[]
P3,2024-09-27 23:20:00,,50.0,49.0,True,2024-09-27 23:20:22,,[]
P3,2024-09-28 03:20:00,,49.0,49.0,True,2024-09-28 03:20:22,,[]
P3,2024-09-28 07:20:00,,48.0,47.0,True,2024-09-28 07:20:22,,[]
P3,2024-09-28 11:20:00,,47.0,46.0,True,2024-09-28 11:20:22,,[]
P3,2024-09-28 15:20:00,,46.0,45.0,True,2024-09-28 15:20:23,,[]
P3,2024-09-28 19:20:00,,45.0,44.0,True,2024-09-28 19:20:22,,[]
P3,2024-09-28 23:20:00,,44.0,43.0,True,2024-09-28 23:20:22,,[]
P3,2024-09-29 03:20:00,,42.0,41.0,True,2024-09-29 03:20:22,,[]
P3,2024-09-29 07:20:00,,41.0,40.0,True,2024-09-29 07:20:22,,[]
P3,2024-09-29 11:20:00,,40.0,39.0,True,2024-09-29 11:20:22,,[]
P3,2024-09-29 19:20:00,,39.0,38.0,True,2024-09-29 19:20:22,,[]
P3,2024-09-30 03:20:00,,38.0,36.0,True,2024-09-30 03:20:22,,[]
P3,2024-09-30 11:20:00,,36.0,35.0,True,2024-09-30 11:20:22,,[]
P3,2024-09-30 19:20:00,,35.0,34.0,True,2024-09-30 19:20:22,,[]
P3,2024-10-01 03:20:00,,34.0,33.0,True,2024-10-01 03:20:22,,[]
P3,2024-10-01 11:20:00,,33.0,32.0,True,2024-10-01 11:20:22,,[]
P3,2024-10-01 19:20:00,,31.0,30.0,True,2024-10-01 19:20:22,,[]
P3,2024-10-02 03:20:00,,30.0,29.0,True,2024-10-02 03:20:22,,[]
P3,2024-10-02 11:20:00,,28.0,27.0,True,2024-10-02 11:20:22,,[]
P3,2024-10-02 19:20:00,,27.0,26.0,True,2024-10-02 19:20:22,,[]
P3,2024-10-03 03:20:00,,26.0,24.0,True,2024-10-03 03:20:22,,[]
P3,2024-10-03 11:20:00,,24.0,23.0,True,2024-10-03 11:20:22,,[]
P3,2024-10-03 19:20:00,,22.0,21.0,True,2024-10-03 19:20:22,,[]
P3,2024-10-04 03:20:00,,21.0,19.0,True,2024-10-04 03:20:22,,[]
P3,2024-10-04 23:20:00,,19.0,18.0,True,2024-10-04 23:20:22,,[]
P3,2024-10-05 19:20:00,,17.0,16.0,True,2024-10-05 19:20:22,,[]
P3,2024-10-06 15:20:00,,15.0,14.0,True,2024-10-06 15:20:22,,[]
P3,2024-10-07 11:20:00,,14.0,12.0,True,2024-10-07 11:20:22,,[]
P3,2024-10-08 07:20:00,,12.0,11.0,True,2024-10-08 07:20:22,,[]
P3,2024-10-09 03:20:00,,10.0,8.0,True,2024-10-09 03:20:22,,[]
P3,2024-10-09 23:20:00,,6.0,5.0,True,2024-10-09 23:20:22,,[]
P3,2024-10-10 19:20:00,,5.0,4.0,True,2024-10-10 19:20:22,,[]
P3,2024-10-11 15:20:00,,81.0,80.0,True,2000-01-14 15:20:22,,[]
P3,2000-01-14 16:20:00,,80.0,79.0,True,2000-01-14 16:20:22,,[]
P3,2000-01-14 18:20:00,,79.0,78.0,True,2000-01-14 18:20:22,,[]
P3,2000-01-14 20:20:00,,78.0,77.0,True,2000-01-14 20:20:22,,[]
P3,2000-01-14 22:20:00,,77.0,76.0,True,2000-01-14 22:20:22,,[]
P3,2000-01-15 00:20:00,,85.0,84.0,True,2000-01-15 00:20:22,,[]
P3,2000-01-15 01:20:00,,82.0,81.0,True,2000-01-15 01:20:22,,[]
P3,2000-01-15 02:20:00,,81.0,80.0,True,2000-01-15 02:20:22,,[]
P3,2000-01-15 03:20:00,,80.0,79.0,True,2000-01-15 03:20:22,,[]
P3,2000-01-15 05:20:00,,79.0,78.0,True,2000-01-15 05:20:22,,[]
P3,2000-01-15 07:20:00,,78.0,77.0,True,2000-01-15 07:20:22,,[]
P3,2000-01-15 09:20:00,,77.0,76.0,True,2000-01-15 09:20:22,,[]
P3,2000-01-15 11:20:00,,76.0,76.0,True,2000-01-15 11:20:22,,[]
P3,2000-01-15 13:20:00,,76.0,75.0,True,2000-01-15 13:20:22,,[]
P3,2000-01-15 15:20:00,,75.0,75.0,True,2000-01-15 15:20:22,,[]
P3,2000-01-15 17:20:00,,75.0,74.0,True,2000-01-15 17:20:22,,[]
P3,2000-01-15 19:20:00,,75.0,74.0,True,2000-01-15 19:20:22,,[]
P3,2000-01-15 21:20:00,,74.0,74.0,True,2000-01-15 21:20:21,,[]
P3,2000-01-15 23:20:00,,74.0,73.0,True,2000-01-15 23:20:22,,[]
P3,2000-01-16 01:20:00,,74.0,73.0,True,2000-01-16 01:20:22,,[]
P3,2000-01-16 03:20:00,,84.0,85.0,True,2000-01-16 03:20:23,,[]
P3,2000-01-16 04:20:00,,85.0,84.0,True,2000-01-16 04:20:22,,[]
P3,2000-01-16 05:20:00,,83.0,82.0,True,2000-01-16 05:20:22,,[]
P3,2000-01-16 06:20:00,,82.0,80.0,True,2000-01-16 06:20:22,,[]
P3,2000-01-16 07:20:00,,80.0,79.0,True,2000-01-16 07:20:22,,[]
P3,2000-01-16 09:20:00,,79.0,78.0,True,2000-01-16 09:20:23,,[]
P3,2000-01-16 11:20:00,,78.0,77.0,True,2000-01-16 11:20:22,,[]
P3,2000-01-16 13:20:00,,77.0,76.0,True,2000-01-16 13:20:22,,[]
P3,2000-01-16 15:20:00,,76.0,76.0,True,2000-01-16 15:20:22,,[]
P3,2000-01-16 17:20:00,,76.0,76.0,True,2000-01-16 17:20:22,,[]
P3,2000-01-16 19:20:00,,76.0,75.0,True,2000-01-16 19:20:22,,[]
P3,2000-01-16 21:20:00,,75.0,75.0,True,2000-01-16 21:20:22,,[]
P3,2000-01-16 23:20:00,,75.0,74.0,True,2000-01-16 23:20:22,,[]
P3,2000-01-17 01:20:00,,74.0,73.0,True,2000-01-17 01:20:22,,[]
P3,2000-01-17 03:20:00,,74.0,74.0,True,2000-01-17 03:20:22,,[]
P3,2000-01-17 05:20:00,,74.0,74.0,True,2000-01-17 05:20:22,,[]
P3,2000-01-17 07:20:00,,74.0,74.0,True,2000-01-17 07:20:22,,[]
P3,2000-01-17 09:20:00,,74.0,73.0,True,2000-01-17 09:20:22,,[]
P3,2000-01-17 11:20:00,,73.0,72.0,True,2000-01-17 11:20:22,,[]
P3,2000-01-17 13:20:00,,73.0,72.0,True,2000-01-17 13:20:22,,[]
P3,2000-01-17 15:20:00,,73.0,73.0,True,2000-01-17 15:20:21,,[]
P3,2000-01-17 17:20:00,,73.0,73.0,True,2000-01-17 17:20:23,,[]
P3,2000-01-17 19:20:00,,73.0,73.0,True,2000-01-17 19:20:22,,[]
P3,2000-01-17 21:20:00,,73.0,72.0,True,2000-01-17 21:20:22,,[]
P3,2000-01-17 23:20:00,,73.0,72.0,True,2000-01-17 23:20:22,,[]
P3,2000-01-18 01:20:00,,73.0,73.0,True,2000-01-18 01:20:22,,[]
P3,2000-01-18 03:20:00,,73.0,72.0,True,2000-01-18 03:20:22,,[]
P3,2000-01-18 05:20:00,,73.0,72.0,True,2000-01-18 05:20:22,,[]
P3,2000-01-18 07:20:00,,73.0,73.0,True,2000-01-18 07:20:22,,[]
P3,2000-01-18 09:20:00,,73.0,72.0,True,2000-01-18 09:20:22,,[]
P3,2000-01-18 11:20:00,,73.0,72.0,True,2000-01-18 11:20:22,,[]
P3,2000-01-18 13:20:00,,72.0,72.0,True,2000-01-18 13:20:22,,[]
P3,2000-01-18 15:20:00,,72.0,71.0,True,2000-01-18 15:20:22,,[]
P3,2000-01-18 17:20:00,,72.0,72.0,True,2000-01-18 17:20:22,,[]
P3,2000-01-18 19:20:00,,72.0,72.0,True,2000-01-18 19:20:22,,[]
P3,2000-01-18 21:20:00,,72.0,72.0,True,2000-01-18 21:20:22,,[]
P3,2000-01-18 23:20:00,,72.0,71.0,True,2000-01-18 23:20:22,,[]
P3,2000-01-19 01:20:00,,72.0,71.0,True,2000-01-19 01:20:23,,[]
P3,2000-01-19 03:20:00,,72.0,72.0,True,2000-01-19 03:20:22,,[]
P3,2000-01-19 05:20:00,,72.0,71.0,True,2000-01-19 05:20:22,,[]
